"Keyword","Estimated Traffic (us)","SERP Position","Volume (Global)","CPC (Global)","Comp (Global)","Trending %","Apr 2025","May 2025","Jun 2025","Jul 2025","Aug 2025","Sep 2025","Oct 2025","Nov 2025","Dec 2025","Jan 2026","Feb 2026","Mar 2026"
"florida commercial roofing and construction","0","73","","","","","","","","","","","","","","","",""
"frank baker billionaire","0","46","","","","","","","","","","","","","","","",""
"front doors raleigh nc","0","95","","","","","","","","","","","","","","","",""
"free roofing quotes","0","20","","","","","","","","","","","","","","","",""
"free quote roof repair","0","65","","","","","","","","","","","","","","","",""
"1761 renovation roofer near me","0","48","","","","","","","","","","","","","","","",""
"2-ply modified bitumen roofing system","0","70","","","","","","","","","","","","","","","",""
"3500 regency parkway cary nc","0","12","","","","","","","","","","","","","","","",""
"daniel hood roofing reviews","0","31","","","","","","","","","","","","","","","",""
"deck durham","0","47","","","","","","","","","","","","","","","",""
